cdp_id,sign_list,number
2417,Fossey pp,282
2421,Ranke BE A 61,198
2421,Fossey pp,817ff
2422,Fossey pp,774
2424,Schroeder VS 12,223
2424,Fossey pp,1044
2431,Fossey pp,1024
2439,UET 2,172
2439,ARM XV,249
2439,Clay BE A 14,177
2439,Ranke BE A 61,149
2439,Schroeder VS 12,169
2439,Clay BE A 10,154
2439,Fossey pp,837-840
2441,Fossey pp,1024
2443,UET 2,65
2443,Clay BE A 14,137
2443,Koenig AfO Bei 16,50
2443,Ranke BE A 61,105
2443,Schroeder VS 12,57
2443,Clay BE A 10,116
2443,Schroder VS 15,106
2443,Fossey pp,267-269
2444,UET 2,65
2444,Clay BE A 14,137
2444,Koenig AfO Bei 16,50
2444,Ranke BE A 61,105
2444,Schroeder VS 12,57
2444,Clay BE A 10,116
2444,Schroder VS 15,106
2444,Fossey pp,267-269
2448,UET 2,313
2449,Fossey pp,986ff
2450,Fossey pp,"104-106, 1075"
2451,Fossey pp,519ff
2457,Fossey pp,560
2460,UET 2,308
2461,UET 2,308
2464,Koenig AfO Bei 16,51
2464,Schroeder VS 12,185_b
2470,UET 2,207
2470,ARM XV,317
2470,Clay BE A 14,274
2470,Koenig AfO Bei 16,53
2470,Ranke BE A 61,233
2470,Schroeder VS 12,222
2470,Schroder VS 15,203
2470,Fossey pp,1037-1043
2471,UET 2,207
2471,ARM XV,317
2471,Clay BE A 14,274
2471,Koenig AfO Bei 16,53
2471,Ranke BE A 61,233
2471,Schroeder VS 12,222
2471,Schroder VS 15,203
2471,Fossey pp,1037-1043
2472,UET 2,207
2472,ARM XV,317
2472,Clay BE A 14,274
2472,Koenig AfO Bei 16,53
2472,Ranke BE A 61,233
2472,Schroeder VS 12,222
2472,Schroder VS 15,203
2472,Fossey pp,1037-1043
2473,UET 2,207
2473,ARM XV,317
2473,Clay BE A 14,274
2473,Koenig AfO Bei 16,53
2473,Ranke BE A 61,233
2473,Schroeder VS 12,222
2473,Schroder VS 15,203
2473,Fossey pp,1037-1043
2474,UET 2,207
2474,ARM XV,317
2474,Clay BE A 14,274
2474,Koenig AfO Bei 16,53
2474,Ranke BE A 61,233
2474,Schroeder VS 12,222
2474,Schroder VS 15,203
2474,Fossey pp,1037-1043
2475,UET 2,207
2475,ARM XV,317
2475,Clay BE A 14,274
2475,Koenig AfO Bei 16,53
2475,Ranke BE A 61,233
2475,Schroeder VS 12,222
2475,Schroder VS 15,203
2475,Fossey pp,1037-1043
2477,Schroeder VS 12,164
2480,Fossey pp,910
2483,UET 2,2
2483,ARM XV,2
2483,Clay BE A 14,2
2483,Koenig AfO Bei 16,54
2483,Ranke BE A 61,2
2483,Clay BE A 10,2
2483,Schroder VS 15,2
2483,Fossey pp,1ff
2496,UET 2,192
2496,ARM XV,238
2496,Clay BE A 14,230
2496,Koenig AfO Bei 16,55
2496,Ranke BE A 61,199
2496,Schroeder VS 12,162
2496,Schroder VS 15,154
2496,Fossey pp,"807-815, 1077"
2497,UET 2,192
2497,ARM XV,238
2497,Clay BE A 14,230
2497,Koenig AfO Bei 16,109
2497,Ranke BE A 61,199
2497,Schroeder VS 12,162
2497,Schroder VS 15,154
2497,Fossey pp,"807-815, 1077"
2498,UET 2,192
2498,ARM XV,238
2498,Clay BE A 14,230
2498,Koenig AfO Bei 16,55
2498,Ranke BE A 61,199
2498,Schroeder VS 12,162
2498,Schroder VS 15,154
2498,Fossey pp,"807-815, 1077"
2499,UET 2,192
2499,ARM XV,238
2499,Clay BE A 14,230
2499,Koenig AfO Bei 16,109
2499,Ranke BE A 61,199
2499,Schroeder VS 12,162
2499,Schroder VS 15,154
2499,Fossey pp,"807-815, 1077"
2500,UET 2,192
2500,ARM XV,238
2500,Clay BE A 14,230
2500,Koenig AfO Bei 16,55
2500,Ranke BE A 61,199
2500,Schroeder VS 12,162
2500,Schroder VS 15,154
2500,Fossey pp,"807-815, 1077"
2501,UET 2,192
2501,ARM XV,238
2501,Clay BE A 14,230
2501,Koenig AfO Bei 16,109
2501,Ranke BE A 61,199
2501,Schroeder VS 12,162
2501,Schroder VS 15,154
2501,Fossey pp,"807-815, 1077"
2502,UET 2,192
2502,ARM XV,238
2502,Clay BE A 14,230
2502,Koenig AfO Bei 16,55
2502,Ranke BE A 61,199
2502,Schroeder VS 12,162
2502,Schroder VS 15,154
2502,Fossey pp,"807-815, 1077"
2503,UET 2,192
2503,ARM XV,238
2503,Clay BE A 14,230
2503,Koenig AfO Bei 16,109
2503,Ranke BE A 61,199
2503,Schroeder VS 12,162
2503,Schroder VS 15,154
2503,Fossey pp,"807-815, 1077"
2504,UET 2,192
2504,ARM XV,238
2504,Clay BE A 14,230
2504,Koenig AfO Bei 16,55
2504,Ranke BE A 61,199
2504,Schroeder VS 12,162
2504,Schroder VS 15,154
2504,Fossey pp,"807-815, 1077"
2505,UET 2,192
2505,ARM XV,238
2505,Clay BE A 14,230
2505,Koenig AfO Bei 16,109
2505,Ranke BE A 61,199
2505,Schroeder VS 12,162
2505,Schroder VS 15,154
2505,Fossey pp,"807-815, 1077"
2506,UET 2,192
2506,ARM XV,238
2506,Clay BE A 14,230
2506,Koenig AfO Bei 16,55
2506,Ranke BE A 61,199
2506,Schroeder VS 12,162
2506,Schroder VS 15,154
2506,Fossey pp,"807-815, 1077"
2507,UET 2,192
2507,ARM XV,238
2507,Clay BE A 14,230
2507,Koenig AfO Bei 16,109
2507,Ranke BE A 61,199
2507,Schroeder VS 12,162
2507,Schroder VS 15,154
2507,Fossey pp,"807-815, 1077"
2508,Fossey pp,530
2510,Fossey pp,531
2511,Fossey pp,531
2512,Fossey pp,531
2514,Schroeder VS 12,139
2514,Fossey pp,348
2519,UET 2,184
2519,ARM XV,229
2519,Clay BE A 14,226
2519,Koenig AfO Bei 16,28
2519,Ranke BE A 61,196
2519,Schroeder VS 12,158
2519,Schroder VS 15,151
2519,Fossey pp,"782-784, 786, 632, 633, 819"
2520,UET 2,184
2520,ARM XV,229
2520,Clay BE A 14,226
2520,Koenig AfO Bei 16,57
2520,Ranke BE A 61,196
2520,Schroeder VS 12,158
2520,Schroder VS 15,151
2520,Fossey pp,"782-784, 786, 632, 633, 819"
2521,UET 2,184
2521,ARM XV,229
2521,Clay BE A 14,226
2521,Koenig AfO Bei 16,194
2521,Ranke BE A 61,196
2521,Schroeder VS 12,158
2521,Schroder VS 15,151
2521,Fossey pp,"782-784, 786, 632, 633, 819"
2525,ARM XV,241
2525,Clay BE A 14,231
2525,Ranke BE A 61,204
2527,Fossey pp,547
2528,Fossey pp,546
2531,UET 2,34
2531,ARM XV,52
2531,Clay BE A 14,36
2531,Koenig AfO Bei 16,58
2531,Ranke BE A 61,23
2531,Schroeder VS 12,36
2531,Clay BE A 10,33
2531,Schroder VS 15,35
2531,Fossey pp,166-168
2532,UET 2,34
2532,ARM XV,52
2532,Clay BE A 14,36
2532,Koenig AfO Bei 16,124
2532,Ranke BE A 61,23
2532,Schroeder VS 12,36
2532,Clay BE A 10,33
2532,Schroder VS 15,35
2532,Fossey pp,166-168
2533,Fossey pp,"213, 1075"
2534,UET 2,281
2534,ARM XV,64
2534,Clay BE A 14,260
2534,Fossey pp,"533, 1030ff"
2544,Koenig AfO Bei 16,59
2544,Fossey pp,891
2545,UET 2,274
2545,Fossey pp,990ff
2546,Fossey pp,891
2549,Fossey pp,282
2556,UET 2,161
2556,Schroeder VS 12,163
2556,Fossey pp,815ff
2557,UET 2,85
2557,ARM XV,103
2557,Clay BE A 14,146
2557,Koenig AfO Bei 16,60
2557,Ranke BE A 61,118
2557,Schroeder VS 12,75
2557,Clay BE A 10,124
2557,Schroder VS 15,64
2557,Fossey pp,330-332
2561,Schroeder VS 12,75_2
2562,ARM XV,104
2562,Clay BE A 14,147
2562,Koenig AfO Bei 16,61
2562,Ranke BE A 61,119
2562,Schroeder VS 12,75_2
2562,Clay BE A 10,125
2562,Schroder VS 15,65
2562,Fossey pp,352-354
2564,Clay BE A 14,52
2565,Fossey pp,1071
2567,UET 2,260
2567,ARM XV,289
2567,Clay BE A 14,241
2567,Koenig AfO Bei 16,68
2567,Ranke BE A 61,208
2567,Schroeder VS 12,201
2567,Schroder VS 15,183
2567,Fossey pp,957-960
2568,UET 2,260
2568,ARM XV,289
2568,Clay BE A 14,241
2568,Koenig AfO Bei 16,206
2568,Ranke BE A 61,208
2568,Schroeder VS 12,201
2568,Schroder VS 15,183
2568,Fossey pp,957-960
2569,UET 2,260
2569,ARM XV,289
2569,Clay BE A 14,241
2569,Koenig AfO Bei 16,68
2569,Ranke BE A 61,208
2569,Schroeder VS 12,201
2569,Schroder VS 15,183
2569,Fossey pp,957-960
2570,UET 2,260
2570,ARM XV,289
2570,Clay BE A 14,241
2570,Koenig AfO Bei 16,206
2570,Ranke BE A 61,208
2570,Schroeder VS 12,201
2570,Schroder VS 15,183
2570,Fossey pp,957-960
2578,ARM XV,314
2581,Fossey pp,158_2
2582,Fossey pp,158_2
2583,ARM XV,42
2583,Clay BE A 14,27
2583,Ranke BE A 61,11
2583,Schroeder VS 12,29
2583,Clay BE A 10,26
2583,Schroder VS 15,29
2584,UET 2,63
2584,ARM XV,55
2584,Clay BE A 14,257
2584,Koenig AfO Bei 16,64
2584,Ranke BE A 61,15
2584,Schroeder VS 12,38
2584,Clay BE A 10,34
2584,Schroder VS 15,37
2584,Fossey pp,179-189
2585,UET 2,63
2585,ARM XV,55
2585,Clay BE A 14,257
2585,Koenig AfO Bei 16,64
2585,Ranke BE A 61,15
2585,Schroeder VS 12,38
2585,Clay BE A 10,34
2585,Schroder VS 15,37
2585,Fossey pp,179-189
2586,UET 2,185
2586,ARM XV,261
2586,Clay BE A 14,184
2586,Koenig AfO Bei 16,93
2586,Ranke BE A 61,157
2586,Schroeder VS 12,176
2586,Schroder VS 15,163
2586,Fossey pp,874-876
2587,UET 2,185
2587,ARM XV,261
2587,Clay BE A 14,184
2587,Koenig AfO Bei 16,96
2587,Ranke BE A 61,157
2587,Schroeder VS 12,176
2587,Schroder VS 15,163
2587,Fossey pp,874-876
2588,UET 2,185
2588,ARM XV,261
2588,Clay BE A 14,184
2588,Koenig AfO Bei 16,164
2588,Ranke BE A 61,157
2588,Schroeder VS 12,176
2588,Schroder VS 15,163
2588,Fossey pp,874-876
2589,UET 2,185
2589,ARM XV,261
2589,Clay BE A 14,184
2589,Koenig AfO Bei 16,93
2589,Ranke BE A 61,157
2589,Schroeder VS 12,176
2589,Schroder VS 15,163
2589,Fossey pp,874-876
2590,UET 2,185
2590,ARM XV,261
2590,Clay BE A 14,184
2590,Koenig AfO Bei 16,96
2590,Ranke BE A 61,157
2590,Schroeder VS 12,176
2590,Schroder VS 15,163
2590,Fossey pp,874-876
2591,UET 2,185
2591,ARM XV,261
2591,Clay BE A 14,184
2591,Koenig AfO Bei 16,164
2591,Ranke BE A 61,157
2591,Schroeder VS 12,176
2591,Schroder VS 15,163
2591,Fossey pp,874-876
2592,UET 2,185
2592,ARM XV,261
2592,Clay BE A 14,184
2592,Koenig AfO Bei 16,93
2592,Ranke BE A 61,157
2592,Schroeder VS 12,176
2592,Schroder VS 15,163
2592,Fossey pp,874-876
2593,UET 2,185
2593,ARM XV,261
2593,Clay BE A 14,184
2593,Koenig AfO Bei 16,96
2593,Ranke BE A 61,157
2593,Schroeder VS 12,176
2593,Schroder VS 15,163
2593,Fossey pp,874-876
2594,UET 2,185
2594,ARM XV,261
2594,Clay BE A 14,184
2594,Koenig AfO Bei 16,164
2594,Ranke BE A 61,157
2594,Schroeder VS 12,176
2594,Schroder VS 15,163
2594,Fossey pp,874-876
2595,UET 2,240
2595,ARM XV,261
2595,Clay BE A 14,184
2595,Koenig AfO Bei 16,93
2595,Ranke BE A 61,157
2595,Schroeder VS 12,176
2595,Schroder VS 15,163
2595,Fossey pp,874-876
2596,UET 2,240
2596,ARM XV,261
2596,Clay BE A 14,184
2596,Koenig AfO Bei 16,96
2596,Ranke BE A 61,157
2596,Schroeder VS 12,176
2596,Schroder VS 15,163
2596,Fossey pp,874-876
2597,UET 2,240
2597,ARM XV,261
2597,Clay BE A 14,184
2597,Koenig AfO Bei 16,164
2597,Ranke BE A 61,157
2597,Schroeder VS 12,176
2597,Schroder VS 15,163
2597,Fossey pp,874-876
2598,UET 2,240
2598,ARM XV,261
2598,Clay BE A 14,184
2598,Koenig AfO Bei 16,93
2598,Ranke BE A 61,157
2598,Schroeder VS 12,176
2598,Schroder VS 15,163
2598,Fossey pp,874-876
2599,UET 2,240
2599,ARM XV,261
2599,Clay BE A 14,184
2599,Koenig AfO Bei 16,96
2599,Ranke BE A 61,157
2599,Schroeder VS 12,176
2599,Schroder VS 15,163
2599,Fossey pp,874-876
2600,UET 2,240
2600,ARM XV,261
2600,Clay BE A 14,184
2600,Koenig AfO Bei 16,164
2600,Ranke BE A 61,157
2600,Schroeder VS 12,176
2600,Schroder VS 15,163
2600,Fossey pp,874-876
2601,UET 2,240
2601,ARM XV,261
2601,Clay BE A 14,184
2601,Koenig AfO Bei 16,93
2601,Ranke BE A 61,157
2601,Schroeder VS 12,176
2601,Schroder VS 15,163
2601,Fossey pp,874-876
2602,UET 2,240
2602,ARM XV,261
2602,Clay BE A 14,184
2602,Koenig AfO Bei 16,96
2602,Ranke BE A 61,157
2602,Schroeder VS 12,176
2602,Schroder VS 15,163
2602,Fossey pp,874-876
2603,UET 2,240
2603,ARM XV,261
2603,Clay BE A 14,184
2603,Koenig AfO Bei 16,164
2603,Ranke BE A 61,157
2603,Schroeder VS 12,176
2603,Schroder VS 15,163
2603,Fossey pp,874-876
2606,UET 2,380
2606,ARM XV,134
2606,Clay BE A 14,91
2606,Koenig AfO Bei 16,65
2606,Ranke BE A 61,64
2606,Schroeder VS 12,93
2606,Clay BE A 10,72
2606,Schroder VS 15,85
2606,Fossey pp,"454-463, 547"
2607,UET 2,380
2607,ARM XV,134
2607,Clay BE A 14,91
2607,Koenig AfO Bei 16,65
2607,Ranke BE A 61,64
2607,Schroeder VS 12,93
2607,Clay BE A 10,72
2607,Schroder VS 15,85
2607,Fossey pp,"454-463, 547"
2608,UET 2,380
2608,ARM XV,134
2608,Clay BE A 14,91
2608,Koenig AfO Bei 16,65
2608,Ranke BE A 61,64
2608,Schroeder VS 12,93
2608,Clay BE A 10,72
2608,Schroder VS 15,85
2608,Fossey pp,"454-463, 547"
2609,UET 2,380
2609,ARM XV,134
2609,Clay BE A 14,91
2609,Koenig AfO Bei 16,65
2609,Ranke BE A 61,64
2609,Schroeder VS 12,93
2609,Clay BE A 10,72
2609,Schroder VS 15,85
2609,Fossey pp,"454-463, 547"
2611,UET 2,108_2
2611,Clay BE A 14,87
2611,Ranke BE A 61,83
2611,Clay BE A 10,82
2611,Fossey pp,595-598
2621,Fossey pp,1071
2623,Fossey pp,"734, 1062"
2624,ARM XV,116'
2624,Ranke BE A 61,117
2624,Fossey pp,400
2625,UET 2,389
2625,ARM XV,236
2625,Clay BE A 14,228
2625,Koenig AfO Bei 16,66
2625,Ranke BE A 61,201
2625,Schroeder VS 12,161
2625,Schroder VS 15,153
2625,Fossey pp,799-805
2626,UET 2,388
2626,ARM XV,236
2626,Clay BE A 14,228
2626,Koenig AfO Bei 16,66
2626,Ranke BE A 61,201
2626,Schroeder VS 12,161
2626,Schroder VS 15,153
2626,Fossey pp,799-805
2630,Clay BE A 14,276
2631,UET 2,87
2631,Fossey pp,1071
2635,ARM XV,110
2635,Clay BE A 14,232
2635,Koenig AfO Bei 16,67
2635,Ranke BE A 61,173
2635,Schroeder VS 12,80
2635,Schroder VS 15,70
2635,Fossey pp,354-360
2636,ARM XV,110
2636,Clay BE A 14,232
2636,Koenig AfO Bei 16,67
2636,Ranke BE A 61,173
2636,Schroeder VS 12,80
2636,Schroder VS 15,70
2636,Fossey pp,354-360
2639,Fossey pp,"426, 430"
2640,Fossey pp,425
2642,UET 2,411
2642,ARM XV,147
2642,Clay BE A 14,53
2642,Koenig AfO Bei 16,69
2642,Ranke BE A 61,43
2642,Schroeder VS 12,107
2642,Clay BE A 10,49
2642,Schroder VS 15,95
2642,Fossey pp,415-516
2643,UET 2,411
2643,ARM XV,147
2643,Clay BE A 14,53
2643,Koenig AfO Bei 16,69
2643,Ranke BE A 61,43
2643,Schroeder VS 12,107
2643,Clay BE A 10,49
2643,Schroder VS 15,95
2643,Fossey pp,415-516
2644,UET 2,411
2644,ARM XV,147
2644,Clay BE A 14,53
2644,Koenig AfO Bei 16,69
2644,Ranke BE A 61,43
2644,Schroeder VS 12,107
2644,Clay BE A 10,49
2644,Schroder VS 15,95
2644,Fossey pp,415-516
2645,UET 2,411
2645,ARM XV,147
2645,Clay BE A 14,53
2645,Koenig AfO Bei 16,69
2645,Ranke BE A 61,43
2645,Schroeder VS 12,107
2645,Clay BE A 10,49
2645,Schroder VS 15,95
2645,Fossey pp,415-516
2647,Fossey pp,1036
2648,Fossey pp,749
2649,Fossey pp,64
2651,UET 2,104
2651,ARM XV,139
2651,Clay BE A 14,90
2651,Ranke BE A 61,63
2651,Schroeder VS 12,100
2651,Clay BE A 10,79
2651,Schroder VS 15,89
2651,Fossey pp,486-491
2652,UET 2,105
2652,ARM XV,139
2652,Clay BE A 14,90
2652,Ranke BE A 61,63
2652,Schroeder VS 12,100
2652,Clay BE A 10,79
2652,Schroder VS 15,89
2652,Fossey pp,486-491
2653,UET 2,104
2653,ARM XV,139
2653,Clay BE A 14,90
2653,Ranke BE A 61,63
2653,Schroeder VS 12,100
2653,Clay BE A 10,79
2653,Schroder VS 15,89
2653,Fossey pp,486-491
2654,UET 2,105
2654,ARM XV,139
2654,Clay BE A 14,90
2654,Ranke BE A 61,63
2654,Schroeder VS 12,100
2654,Clay BE A 10,79
2654,Schroder VS 15,89
2654,Fossey pp,486-491
2655,UET 2,104
2655,ARM XV,139
2655,Clay BE A 14,90
2655,Ranke BE A 61,63
2655,Schroeder VS 12,100
2655,Clay BE A 10,79
2655,Schroder VS 15,89
2655,Fossey pp,486-491
2656,UET 2,105
2656,ARM XV,139
2656,Clay BE A 14,90
2656,Ranke BE A 61,63
2656,Schroeder VS 12,100
2656,Clay BE A 10,79
2656,Schroder VS 15,89
2656,Fossey pp,486-491
2667,UET 2,199
2667,ARM XV,25'
2667,Clay BE A 14,83
2667,Koenig AfO Bei 16,74
2667,Ranke BE A 61,116
2667,Schroeder VS 12,17
2667,Clay BE A 10,75
2667,Schroder VS 15,17
2667,Fossey pp,70-74
2669,Fossey pp,74
2672,Fossey pp,525
2677,UET 2,233
2677,ARM XV,15
2677,Clay BE A 14,84
2677,Koenig AfO Bei 16,76
2677,Ranke BE A 61,98
2677,Schroeder VS 12,11
2677,Clay BE A 10,15
2677,Schroder VS 15,11
2688,Schroeder VS 12,13
2692,UET 2,363
2692,ARM XV,99
2692,Clay BE A 14,100
2692,Ranke BE A 61,85
2692,Schroeder VS 12,71
2692,Clay BE A 10,86
2692,Schroder VS 15,62
2692,Fossey pp,310-315
2693,UET 2,363
2693,ARM XV,99
2693,Clay BE A 14,100
2693,Ranke BE A 61,85
2693,Schroeder VS 12,71
2693,Clay BE A 10,86
2693,Schroder VS 15,62
2693,Fossey pp,310-315
2694,UET 2,363
2694,ARM XV,99
2694,Clay BE A 14,100
2694,Ranke BE A 61,85
2694,Schroeder VS 12,71
2694,Clay BE A 10,86
2694,Schroder VS 15,62
2694,Fossey pp,310-315
2695,UET 2,363
2695,ARM XV,99
2695,Clay BE A 14,100
2695,Ranke BE A 61,85
2695,Schroeder VS 12,71
2695,Clay BE A 10,86
2695,Schroder VS 15,62
2695,Fossey pp,310-315
2696,UET 2,364
2696,Clay BE A 14,100
2696,Ranke BE A 61,85
2696,Schroeder VS 12,71
2696,Clay BE A 10,86
2696,Schroder VS 15,62
2696,Fossey pp,310-315
2697,UET 2,281
2698,UET 2,281
2699,UET 2,281
2700,UET 2,281
2701,UET 2,281
2703,Clay BE A 10,21
2703,Fossey pp,128ff
2709,UET 2,392
2709,ARM XV,145
2709,Clay BE A 14,51
2709,Ranke BE A 61,40
2709,Schroeder VS 12,105
2709,Clay BE A 10,47
2709,Schroder VS 15,93
2709,Fossey pp,510ff
2710,UET 2,392
2710,ARM XV,145
2710,Clay BE A 14,51
2710,Ranke BE A 61,40
2710,Schroeder VS 12,105
2710,Clay BE A 10,47
2710,Schroder VS 15,93
2710,Fossey pp,510ff
2712,UET 2,326
2712,ARM XV,172
2712,Clay BE A 14,105
2712,Koenig AfO Bei 16,176
2712,Ranke BE A 61,113
2712,Schroeder VS 12,127
2712,Clay BE A 10,99
2712,Schroder VS 15,116
2712,Fossey pp,601-605
2713,UET 2,327
2713,ARM XV,172
2713,Clay BE A 14,105
2713,Koenig AfO Bei 16,176
2713,Ranke BE A 61,113
2713,Schroeder VS 12,127
2713,Clay BE A 10,99
2713,Schroder VS 15,116
2713,Fossey pp,601-605
2714,UET 2,327
2714,ARM XV,172
2714,Clay BE A 14,105
2714,Koenig AfO Bei 16,176
2714,Ranke BE A 61,113
2714,Schroeder VS 12,127
2714,Clay BE A 10,99
2714,Schroder VS 15,116
2714,Fossey pp,601-605
2715,UET 2,367
2715,ARM XV,165
2715,Ranke BE A 61,114
2715,Schroeder VS 12,122
2715,Schroder VS 15,110
2715,Fossey pp,560-566
2716,UET 2,367
2716,ARM XV,165
2716,Ranke BE A 61,114
2716,Schroeder VS 12,122
2716,Schroder VS 15,110
2716,Fossey pp,560-566
2717,UET 2,367
2717,ARM XV,165
2717,Ranke BE A 61,114
2717,Schroeder VS 12,122
2717,Schroder VS 15,110
2717,Fossey pp,560-566
2718,UET 2,367
2718,ARM XV,165
2718,Ranke BE A 61,114
2718,Schroeder VS 12,122
2718,Schroder VS 15,110
2718,Fossey pp,560-566
2719,UET 2,367
2719,ARM XV,165
2719,Ranke BE A 61,114
2719,Schroeder VS 12,122
2719,Schroder VS 15,110
2719,Fossey pp,560-566
2720,UET 2,367
2720,ARM XV,165
2720,Ranke BE A 61,114
2720,Schroeder VS 12,122
2720,Schroder VS 15,110
2720,Fossey pp,560-566
2721,ARM XV,165
2721,Clay BE A 14,143
2721,Koenig AfO Bei 16,202
2721,Ranke BE A 61,114
2721,Schroeder VS 12,122
2721,Clay BE A 10,122
2721,Schroder VS 15,110
2721,Fossey pp,560-566
2724,ARM XV,235
2724,Clay BE A 14,216
2724,Koenig AfO Bei 16,78
2724,Fossey pp,"793-799, 1077"
2725,Koenig AfO Bei 16,78
2725,Ranke BE A 61,194
2726,Koenig AfO Bei 16,78
2726,Ranke BE A 61,200
2727,UET 2,47
2727,Schroeder VS 12,76a
2728,UET 2,48
2730,Fossey pp,282
2731,Fossey pp,50
2735,UET 2,196
2735,ARM XV,219
2735,Clay BE A 14,215
2735,Koenig AfO Bei 16,80
2735,Ranke BE A 61,171
2735,Schroeder VS 12,83
2735,Schroder VS 15,146
2735,Fossey pp,759-761
2736,Clay BE A 14,220
2736,Clay BE A 10,100
2736,Fossey pp,"255ff, 880ff"
2737,Clay BE A 14,220
2737,Clay BE A 10,100
2737,Fossey pp,"255ff, 880ff"
2740,Fossey pp,491
2742,Fossey pp,450
2743,Fossey pp,450
2745,UET 2,128
2745,ARM XV,116
2745,Clay BE A 14,70
2745,Ranke BE A 61,90
2745,Fossey pp,399ff
2754,Clay BE A 14,133
2754,Ranke BE A 61,57
2754,Schroeder VS 12,82
2754,Schroder VS 15,73b
2754,Fossey pp,383ff
2755,Fossey pp,918
2756,Fossey pp,530
2757,Fossey pp,"529, 843"
2758,Fossey pp,"529, 843"
2759,Fossey pp,"529, 843"
2760,UET 2,167
2760,Fossey pp,989
2761,UET 2,191
2761,ARM XV,269
2761,Clay BE A 14,190
2761,Koenig AfO Bei 16,81
2761,Ranke BE A 61,162
2761,Schroeder VS 12,182
2761,Schroder VS 15,167
2761,Fossey pp,900-910
2765,ARM XV,142
2765,Clay BE A 14,71
2765,Koenig AfO Bei 16,83
2765,Ranke BE A 61,86
2765,Schroeder VS 12,103
2765,Clay BE A 10,87
2765,Fossey pp,"504-506, 1088"
2766,ARM XV,142
2766,Clay BE A 14,71
2766,Koenig AfO Bei 16,83
2766,Ranke BE A 61,86
2766,Schroeder VS 12,103
2766,Clay BE A 10,87
2766,Fossey pp,"504-506, 1088"
2767,ARM XV,142
2767,Clay BE A 14,71
2767,Schroeder VS 12,103
2767,Clay BE A 10,87
2767,Fossey pp,"504-506, 1088"
2773,UET 2,366
2773,ARM XV,166
2773,Clay BE A 14,104
2773,Koenig AfO Bei 16,156
2773,Ranke BE A 61,93
2773,Clay BE A 10,97
2773,Fossey pp,"567-572, 572-575"
2774,UET 2,366
2774,ARM XV,166
2774,Clay BE A 14,104
2774,Clay BE A 10,97
2774,Fossey pp,"567-572, 572-575"
2775,UET 2,366
2775,ARM XV,166
2775,Clay BE A 14,104
2775,Koenig AfO Bei 16,156
2775,Clay BE A 10,97
2775,Fossey pp,"567-572, 572-575"
2776,UET 2,366
2776,ARM XV,166
2776,Clay BE A 14,104
2776,Clay BE A 10,97
2776,Fossey pp,"567-572, 572-575"
2777,UET 2,366
2777,ARM XV,166
2777,Clay BE A 14,104
2777,Koenig AfO Bei 16,156
2777,Clay BE A 10,97
2777,Fossey pp,"567-572, 572-575"
2778,UET 2,366
2778,ARM XV,166
2778,Clay BE A 14,104
2778,Clay BE A 10,97
2778,Fossey pp,"567-572, 572-575"
2779,UET 2,366
2779,ARM XV,166
2779,Clay BE A 14,104
2779,Koenig AfO Bei 16,156
2779,Clay BE A 10,97
2779,Fossey pp,"567-572, 572-575"
2780,UET 2,366
2780,ARM XV,166
2780,Clay BE A 14,104
2780,Clay BE A 10,97
2780,Fossey pp,"567-572, 572-575"
2781,UET 2,366
2781,ARM XV,166
2781,Clay BE A 14,104
2781,Koenig AfO Bei 16,156
2781,Clay BE A 10,97
2781,Fossey pp,"567-572, 572-575"
2782,UET 2,366
2782,ARM XV,166
2782,Clay BE A 14,104
2782,Clay BE A 10,97
2782,Fossey pp,"567-572, 572-575"
2783,UET 2,118
2783,Clay BE A 14,20
2784,UET 2,118
2784,Clay BE A 14,20
2792,Clay BE A 14,191
2792,Koenig AfO Bei 16,82
2792,Fossey pp,911
2793,UET 2,111
2793,ARM XV,294
2793,Clay BE A 14,247
2793,Ranke BE A 61,210
2793,Schroeder VS 12,204
2793,Schroder VS 15,186
2793,Fossey pp,971-979
2794,UET 2,112
2794,ARM XV,294
2794,Clay BE A 14,247
2794,Ranke BE A 61,210
2794,Schroeder VS 12,204
2794,Schroder VS 15,186
2794,Fossey pp,971-979
2796,Fossey pp,214
2800,Fossey pp,1059
2803,Fossey pp,851
2804,Fossey pp,851
2808,UET 2,161
2808,Clay BE A 14,204
2808,Ranke BE A 61,180
2808,Fossey pp,"832ff, 833-835"
2810,UET 2,357
2810,Fossey pp,526ff
2811,UET 2,357
2811,Fossey pp,526ff
2812,UET 2,357
2812,Fossey pp,526ff
2813,UET 2,357
2813,Fossey pp,526ff
2814,UET 2,357
2814,Fossey pp,526ff
2820,Fossey pp,"991ff, 92"
2821,Fossey pp,"991ff, 92"
2822,Fossey pp,"991ff, 92"
2823,Fossey pp,389
2824,Fossey pp,531
2825,Fossey pp,530
2828,Fossey pp,910
2832,UET 2,384a
2832,ARM XV,290
2832,Clay BE A 14,249
2832,Koenig AfO Bei 16,85
2832,Ranke BE A 61,218
2832,Schroeder VS 12,202
2832,Schroder VS 15,184
2832,Fossey pp,"960-962, 1078"
2833,UET 2,384d
2833,ARM XV,290
2833,Clay BE A 14,249
2833,Koenig AfO Bei 16,85
2833,Ranke BE A 61,218
2833,Schroeder VS 12,202
2833,Schroder VS 15,184
2833,Fossey pp,"960-962, 1078"
2834,UET 2,384a
2834,ARM XV,290
2834,Clay BE A 14,249
2834,Koenig AfO Bei 16,85
